building_id,primarypropertytype,yearbuilt,building_age,propertygfatotal,propertygfatotal_log,numberoffloors,numberoffloors_log,energystarscore,energystar_missing,elec_ratio,uses_gas,uses_steam,steam_ratio,has_parking,is_multipurpose,uses_clim,has_generator,gfa_per_floor,eui_kwh_m2_an,siteenergyuse_kwh_an,totalghgemissions,emission_factor_grid,context,climate_zone
LME_0429,Banques & Institutions,1992,32,4906,8.4984,3,1.3863,26,0,0.9,0,0,0.0,1,0,1,0,1635.3,243.2,1193241.0,755.66,0.633,Lomé,Tropical_Aw
LME_0430,Banques & Institutions,2017,7,6868,8.8348,3,1.3863,52,0,0.897,0,0,0.0,0,0,1,1,2289.3,161.3,1108011.0,761.57,0.687,Lomé,Tropical_Aw
LME_0431,Banques & Institutions,2001,23,6770,8.8204,4,1.6094,51,0,0.987,0,0,0.0,0,0,1,0,1692.5,206.1,1395073.0,826.51,0.592,Lomé,Tropical_Aw
LME_0432,Banques & Institutions,1992,32,2149,7.6732,4,1.6094,36,0,0.974,0,0,0.0,1,0,1,1,537.2,192.8,414301.0,221.19,0.534,Lomé,Tropical_Aw
LME_0433,Banques & Institutions,2015,9,3941,8.2794,3,1.3863,60,0,0.912,0,0,0.0,1,0,1,1,1313.7,190.6,751111.0,463.53,0.617,Lomé,Tropical_Aw
LME_0434,Banques & Institutions,2018,6,2039,7.6207,2,1.0986,52,0,0.908,0,0,0.0,0,0,1,1,1019.5,203.0,413995.0,251.62,0.608,Lomé,Tropical_Aw
LME_0435,Banques & Institutions,2013,11,2411,7.7882,3,1.3863,29,0,0.896,0,0,0.0,1,0,1,1,803.7,245.8,592642.0,367.86,0.621,Lomé,Tropical_Aw
LME_0436,Banques & Institutions,2003,21,3042,8.0206,3,1.3863,49,0,0.998,0,0,0.0,1,1,1,1,1014.0,198.0,602357.0,363.26,0.603,Lomé,Tropical_Aw
LME_0437,Banques & Institutions,2008,16,5626,8.6353,3,1.3863,46,0,0.965,0,0,0.0,1,0,1,1,1875.3,194.4,1093570.0,743.25,0.68,Lomé,Tropical_Aw
LME_0438,Banques & Institutions,2018,6,4095,8.3178,3,1.3863,39,0,0.932,0,0,0.0,0,0,1,1,1365.0,196.3,803784.0,567.87,0.706,Lomé,Tropical_Aw
LME_0439,Banques & Institutions,2015,9,2345,7.7605,3,1.3863,62,0,0.9,0,0,0.0,1,1,1,1,781.7,196.3,460331.0,238.91,0.519,Lomé,Tropical_Aw
LME_0440,Banques & Institutions,2007,17,2677,7.8928,3,1.3863,49,0,0.942,1,0,0.0,0,0,1,1,892.3,191.1,511451.0,340.94,0.703,Lomé,Tropical_Aw
LME_0441,Banques & Institutions,2012,12,2439,7.7998,3,1.3863,42,0,0.911,0,0,0.0,0,0,1,1,813.0,186.4,454664.0,309.19,0.68,Lomé,Tropical_Aw
LME_0442,Banques & Institutions,2008,16,3513,8.1645,3,1.3863,60,0,0.948,0,0,0.0,0,1,1,1,1171.0,207.3,728130.0,474.64,0.652,Lomé,Tropical_Aw
LME_0443,Banques & Institutions,2021,3,1380,7.2306,3,1.3863,43,0,0.944,0,0,0.0,0,0,1,1,460.0,200.1,276107.0,169.34,0.613,Lomé,Tropical_Aw
LME_0444,Banques & Institutions,1996,28,3138,8.0517,3,1.3863,37,0,0.929,0,0,0.0,0,0,1,1,1046.0,238.6,748818.0,432.21,0.577,Lomé,Tropical_Aw
LME_0445,Banques & Institutions,1992,32,5385,8.5916,2,1.0986,50,0,0.966,0,0,0.0,0,0,1,1,2692.5,169.2,911285.0,598.33,0.657,Lomé,Tropical_Aw
LME_0446,Banques & Institutions,1999,25,2268,7.7271,4,1.6094,34,0,0.909,0,0,0.0,1,1,1,1,567.0,251.5,570483.0,351.34,0.616,Lomé,Tropical_Aw
LME_0447,Banques & Institutions,1995,29,6443,8.7709,4,1.6094,50,0,0.954,0,0,0.0,0,0,1,1,1610.8,230.2,1483395.0,881.98,0.595,Lomé,Tropical_Aw
LME_0448,Banques & Institutions,2016,8,2501,7.8248,3,1.3863,50,0,0.938,0,0,0.0,0,0,1,1,833.7,212.9,532383.0,313.88,0.59,Lomé,Tropical_Aw
LME_0449,Banques & Institutions,1987,37,3822,8.2488,3,1.3863,41,0,0.949,0,0,0.0,0,0,1,0,1274.0,226.9,867254.0,486.63,0.561,Lomé,Tropical_Aw
LME_0450,Banques & Institutions,2008,16,3089,8.0359,2,1.0986,24,0,0.889,0,0,0.0,0,1,1,1,1544.5,275.3,850408.0,476.7,0.561,Lomé,Tropical_Aw
LME_0451,Banques & Institutions,1995,29,4335,8.3747,4,1.6094,20,0,0.889,0,0,0.0,0,1,1,1,1083.8,214.8,931278.0,603.3,0.648,Lomé,Tropical_Aw
LME_0452,Banques & Institutions,1991,33,3933,8.2774,5,1.7918,14,0,0.93,0,0,0.0,0,1,1,1,786.6,295.4,1161644.0,706.52,0.608,Lomé,Tropical_Aw
LME_0453,Banques & Institutions,2012,12,2641,7.8793,4,1.6094,39,0,0.908,0,0,0.0,1,0,1,1,660.2,237.8,628101.0,370.89,0.591,Lomé,Tropical_Aw
LME_0454,Banques & Institutions,2016,8,6727,8.814,4,1.6094,61,0,0.893,0,0,0.0,0,0,1,0,1681.8,164.6,1107236.0,722.23,0.652,Lomé,Tropical_Aw
LME_0455,Banques & Institutions,2007,17,3588,8.1856,4,1.6094,23,0,0.98,0,0,0.0,0,0,1,1,897.0,244.7,878080.0,542.93,0.618,Lomé,Tropical_Aw
LME_0456,Banques & Institutions,2000,24,4680,8.4513,3,1.3863,35,0,0.994,0,0,0.0,0,0,1,1,1560.0,197.7,925142.0,596.08,0.644,Lomé,Tropical_Aw
LME_0457,Banques & Institutions,2004,20,4935,8.5043,3,1.3863,58,0,0.935,0,0,0.0,0,0,1,1,1645.0,174.1,859332.0,497.94,0.579,Lomé,Tropical_Aw
LME_0458,Banques & Institutions,2016,8,2975,7.9983,2,1.0986,41,0,0.886,0,0,0.0,1,0,1,1,1487.5,203.1,604325.0,414.58,0.686,Lomé,Tropical_Aw
LME_0459,Banques & Institutions,2008,16,3311,8.1053,3,1.3863,38,0,0.945,0,0,0.0,1,1,1,1,1103.7,224.9,744732.0,454.33,0.61,Lomé,Tropical_Aw
LME_0460,Banques & Institutions,2002,22,3972,8.2873,3,1.3863,30,0,0.898,0,0,0.0,1,1,1,1,1324.0,261.0,1036565.0,600.88,0.58,Lomé,Tropical_Aw
LME_0461,Entrepôts & Logistique,2012,12,14023,9.5485,1,0.6931,98,0,0.923,0,0,0.0,0,0,0,0,14023.0,56.0,785563.0,542.18,0.69,Lomé,Tropical_Aw
LME_0462,Entrepôts & Logistique,2009,15,2913,7.9773,1,0.6931,100,0,0.886,0,0,0.0,1,0,1,1,2913.0,72.3,210713.0,139.82,0.664,Lomé,Tropical_Aw
LME_0463,Entrepôts & Logistique,2000,24,5537,8.6194,1,0.6931,100,0,0.939,0,0,0.0,0,0,0,1,5537.0,34.2,189191.0,110.58,0.584,Lomé,Tropical_Aw
LME_0464,Entrepôts & Logistique,1996,28,9142,9.1207,3,1.3863,95,0,0.904,0,0,0.0,1,1,0,1,3047.3,88.1,805681.0,472.07,0.586,Lomé,Tropical_Aw
LME_0465,Entrepôts & Logistique,2017,7,17944,9.7951,2,1.0986,97,0,0.899,0,0,0.0,1,0,0,1,8972.0,60.9,1092664.0,698.81,0.64,Lomé,Tropical_Aw
LME_0466,Entrepôts & Logistique,2022,2,5778,8.662,1,0.6931,96,0,0.911,0,0,0.0,1,0,0,1,5778.0,60.9,351627.0,199.3,0.567,Lomé,Tropical_Aw
LME_0467,Entrepôts & Logistique,1995,29,13859,9.5368,1,0.6931,98,0,0.898,0,0,0.0,0,1,0,1,13859.0,34.7,481468.0,263.59,0.547,Lomé,Tropical_Aw
LME_0468,Entrepôts & Logistique,2021,3,6505,8.7805,2,1.0986,100,0,0.946,0,0,0.0,0,0,0,0,3252.5,21.4,139288.0,95.77,0.688,Lomé,Tropical_Aw
LME_0469,Entrepôts & Logistique,2016,8,30668,10.331,1,0.6931,100,0,0.976,0,0,0.0,1,0,1,0,30668.0,35.9,1102069.0,703.37,0.638,Lomé,Tropical_Aw
LME_0470,Entrepôts & Logistique,2013,11,3619,8.1942,2,1.0986,100,0,0.98,0,0,0.0,0,1,1,0,1809.5,76.3,276259.0,171.32,0.62,Lomé,Tropical_Aw
LME_0471,Entrepôts & Logistique,2003,21,17785,9.7862,1,0.6931,84,0,0.958,0,0,0.0,0,0,0,0,17785.0,107.2,1907155.0,1296.8,0.68,Lomé,Tropical_Aw
LME_0472,Entrepôts & Logistique,2010,14,5624,8.635,1,0.6931,84,0,0.984,0,0,0.0,0,0,0,0,5624.0,73.0,410716.0,248.1,0.604,Lomé,Tropical_Aw
LME_0473,Entrepôts & Logistique,2015,9,4795,8.4755,1,0.6931,74,0,0.933,0,0,0.0,1,0,0,1,4795.0,78.3,375237.0,219.72,0.586,Lomé,Tropical_Aw
LME_0474,Entrepôts & Logistique,2009,15,3783,8.2385,1,0.6931,100,0,0.96,0,0,0.0,0,1,0,0,3783.0,82.8,313298.0,203.09,0.648,Lomé,Tropical_Aw
LME_0475,Entrepôts & Logistique,2009,15,9452,9.1541,3,1.3863,100,0,0.903,0,0,0.0,0,1,0,0,3150.7,46.6,440699.0,268.28,0.609,Lomé,Tropical_Aw
LME_0476,Entrepôts & Logistique,1997,27,33723,10.426,1,0.6931,95,0,0.935,0,0,0.0,1,1,0,0,33723.0,74.7,2517619.0,1692.91,0.672,Lomé,Tropical_Aw
LME_0477,Entrepôts & Logistique,1981,43,29104,10.2787,1,0.6931,100,0,0.948,0,0,0.0,0,1,0,0,29104.0,55.7,1622136.0,1007.5,0.621,Lomé,Tropical_Aw
LME_0478,Entrepôts & Logistique,2007,17,7707,8.95,1,0.6931,97,0,0.935,0,0,0.0,0,0,0,1,7707.0,56.4,434301.0,297.24,0.684,Lomé,Tropical_Aw
LME_0479,Entrepôts & Logistique,2023,1,14542,9.5849,1,0.6931,100,0,0.944,1,0,0.0,1,0,0,0,14542.0,60.1,874327.0,535.8,0.665,Lomé,Tropical_Aw
LME_0480,Entrepôts & Logistique,2016,8,11009,9.3066,1,0.6931,87,0,0.963,0,0,0.0,0,0,0,0,11009.0,42.2,464717.0,272.69,0.587,Lomé,Tropical_Aw
LME_0481,Entrepôts & Logistique,2020,4,6786,8.8228,1,0.6931,100,0,0.941,0,0,0.0,1,0,1,1,6786.0,33.7,228733.0,128.99,0.564,Lomé,Tropical_Aw
LME_0482,Entrepôts & Logistique,2016,8,18723,9.8376,1,0.6931,85,0,0.941,0,0,0.0,1,0,0,1,18723.0,53.9,1010029.0,604.14,0.598,Lomé,Tropical_Aw
LME_0483,Entrepôts & Logistique,2011,13,4368,8.3823,1,0.6931,87,0,0.986,0,0,0.0,1,0,0,0,4368.0,63.4,276830.0,173.03,0.625,Lomé,Tropical_Aw
LME_0484,Entrepôts & Logistique,2023,1,9033,9.1088,1,0.6931,81,0,0.938,0,0,0.0,1,0,0,0,9033.0,99.0,894619.0,582.71,0.651,Lomé,Tropical_Aw
LME_0485,Entrepôts & Logistique,2003,21,5432,8.6002,1,0.6931,83,0,0.994,0,0,0.0,0,0,0,1,5432.0,80.1,435193.0,245.41,0.564,Lomé,Tropical_Aw
LME_0486,Entrepôts & Logistique,2013,11,8556,9.0545,2,1.0986,85,0,0.996,0,0,0.0,1,0,0,0,4278.0,68.6,587224.0,366.29,0.624,Lomé,Tropical_Aw
LME_0487,Entrepôts & Logistique,1981,43,50000,10.8198,1,0.6931,81,0,0.994,0,0,0.0,1,1,0,0,50000.0,67.5,3374520.0,1855.27,0.55,Lomé,Tropical_Aw
LME_0488,Entrepôts & Logistique,1999,25,15575,9.6535,1,0.6931,100,0,0.974,0,0,0.0,0,0,1,0,15575.0,61.5,958450.0,622.44,0.649,Lomé,Tropical_Aw
LME_0489,Entrepôts & Logistique,2017,7,6187,8.7304,1,0.6931,89,0,0.941,0,0,0.0,0,1,0,0,6187.0,65.1,403012.0,259.01,0.643,Lomé,Tropical_Aw
LME_0490,Entrepôts & Logistique,2010,14,4782,8.4728,2,1.0986,90,0,0.988,0,0,0.0,0,0,1,1,2391.0,51.6,246711.0,162.81,0.66,Lomé,Tropical_Aw
LME_0491,Entrepôts & Logistique,2017,7,3048,8.0226,1,0.6931,100,0,0.947,0,0,0.0,0,1,1,0,3048.0,40.9,124693.0,77.24,0.619,Lomé,Tropical_Aw
LME_0492,Entrepôts & Logistique,2004,20,1541,7.3408,1,0.6931,85,0,0.886,0,0,0.0,0,1,0,1,1541.0,81.5,125529.0,71.6,0.57,Lomé,Tropical_Aw
LME_0493,Entrepôts & Logistique,2010,14,24219,10.0949,1,0.6931,100,0,0.947,1,0,0.0,1,0,1,0,24219.0,33.8,818563.0,416.28,0.527,Lomé,Tropical_Aw
LME_0494,Entrepôts & Logistique,2022,2,9712,9.1812,1,0.6931,96,0,0.969,0,0,0.0,1,0,0,0,9712.0,59.4,577365.0,339.62,0.588,Lomé,Tropical_Aw
LME_0495,Entrepôts & Logistique,2004,20,1849,7.5229,1,0.6931,100,0,0.913,0,0,0.0,0,0,0,0,1849.0,70.4,130227.0,84.78,0.651,Lomé,Tropical_Aw
LME_0496,Entrepôts & Logistique,1993,31,50000,10.8198,1,0.6931,89,0,0.895,0,0,0.0,1,1,0,1,50000.0,94.8,4739257.0,3023.74,0.638,Lomé,Tropical_Aw
LME_0497,Entrepôts & Logistique,1998,26,10226,9.2328,1,0.6931,100,0,0.967,0,0,0.0,1,0,0,0,10226.0,63.9,653940.0,329.28,0.504,Lomé,Tropical_Aw
LME_0498,Entrepôts & Logistique,2014,10,9278,9.1355,1,0.6931,94,0,0.929,0,0,0.0,0,0,0,0,9278.0,94.3,874720.0,481.19,0.55,Lomé,Tropical_Aw
LME_0499,Entrepôts & Logistique,2016,8,7468,8.9185,1,0.6931,100,0,0.987,0,0,0.0,0,1,0,0,7468.0,57.4,428541.0,296.9,0.693,Lomé,Tropical_Aw
LME_0500,Entrepôts & Logistique,1997,27,13751,9.5289,1,0.6931,83,0,0.909,0,0,0.0,0,0,0,1,13751.0,80.9,1112376.0,666.73,0.599,Lomé,Tropical_Aw
